// Fixed timecycle (Original 24h Version) by Scooper.
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	11 0 0 			210 194 182 			255 255 255 			68 117 210 			116 145 206 			255 255 255 			255 255 255 			1.1		0.8		-0.1			236 0 190			800.0		10.0		-0.1			44 34 23			145 164 183			90 170 170 240			252 66 66 48			252 166 129 60			25	180	0	1.00		
// 1PM 
	10 0 0 			216 202 182 			255 255 255 			68 117 210 			111 138 174 			250 231 218 			236 226 218 			1.4		0.8		-0.1			218 5 173			800.0		10.0		0.1			54 34 25			152 158 170			84 159 159 240			240 74 74 56			252 154 117 52			25	180	0	1.00		
// 2PM 
	10 1 1 			222 211 182 			255 255 255 			68 117 210 			117 147 186 			245 207 182 			217 197 182 			1.9		0.8		-0.1			200 11 157			800.0		10.0		0.1			65 35 27			160 152 158			78 149 149 240			228 82 82 64			252 143 106 45			25	180	0	1.00		
// 3PM 
	9 2 2 			229 220 182 			255 255 255 			68 116 210 			128 154 190 			240 183 145 			197 169 145 			2.3		0.8		-0.1			182 17 140			800.0		10.0		0.3			76 36 30			168 146 145			72 138 138 240			216 90 90 73			252 131 95 38			25	180	0	1.00		
// 4PM 
	9 2 2 			235 228 182 			255 255 255 			68 101 210 			121 151 183 			236 159 109 			179 140 109 			2.5		0.8		-0.1			164 22 124			800.0		10.0		0.5			87 37 32			176 140 133			67 128 128 240			204 99 99 81			252 120 83 31			25	180	0	1.00		
// 5PM 
	8 3 3 			242 237 182 			255 255 255 			68 117 210 			130 147 185 			231 135 72 			160 112 72 			3.0		0.8		-0.1			146 28 107			800.0		10.0		0.6			98 38 35			184 134 120			61 117 117 240			192 107 107 90			252 108 72 24			25	180	0	1.00		
// 6PM 
	8 4 4 			248 246 182 			255 255 255 			68 117 210 			145 157 211 			226 111 36 			141 83 36 			3.5		0.8		-0.1			128 34 91			800.0		10.0		0.7			109 39 37			192 128 108			55 107 107 240			180 115 115 98			252 97 61 17			25	180	0	1.00		
// 7PM 
	8 5 5 			255 255 182 			255 255 255 			68 117 210 			135 163 189 			222 88 0 			122 55 0 			3.9		0.8		-0.1			110 40 75			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			168 124 124 107			252 86 50 10			25	180	0	1.00		
// 8PM 
	25 14 14 			210 194 182 			255 255 255 			181 150 84 			167 108 65 			255 128 0 			255 128 0 			1.9		0.8		0.3			100 60 0			800.0		10.0		0.8			120 40 40			72 107 159			67 67 67 240			252 81 85 40			252 66 27 0			25	140	0	1.00		
// 9PM 
	23 17 17 			210 194 182 			255 255 255 			159 125 84 			113 79 58 			255 128 0 			130 68 0 			1.4		0.8		0.3			130 80 0			700.0		10.0		0.8			95 33 25			43 59 96			67 67 64 240			252 145 114 62			252 71 39 0			25	115	0	1.00		
// 10PM 
	21 20 20 			210 194 182 			255 255 255 			137 100 84 			60 50 52 			255 128 0 			5 8 0 			0.8		0.8		0.3			160 100 0			600.0		10.0		0.8			70 27 10			15 11 34			67 67 62 240			252 209 143 84			252 76 51 0			25	90	0	1.00		
// 11PM 
	21 21 21 			215 203 156 			255 255 255 			68 61 54 			30 32 42 			255 128 0 			5 4 0 			0.8		0.8		0.3			180 100 0			500.0		55.0		0.8			50 23 5			9 7 18			76 76 63 240			252 148 115 85			252 68 86 61			12	90	0	1.00		
//
///////////////////////////////////////////SUNNY_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	0 20 20 			210 194 182 			255 255 255 			5 12 15 			12 14 13 			255 128 0 			5 0 0 			0.8		0.3		0.3			200 100 0			800.0		100.0		0.8			0 0 0			3 3 3			85 85 65 240			252 110 126 210			80 0 81 104			55	220	0	1.00		
// 1AM 
	1 20 20 			210 194 182 			255 255 255 			4 9 13 			13 19 17 			255 128 0 			55 25 0 			0.8		0.3		0.5			190 100 0			800.0		100.0		0.8			0 0 0			5 5 6			73 78 62 240			252 108 127 213			40 0 81 102			62	220	0	1.00		
// 2AM 
	2 20 20 			210 194 182 			255 255 255 			3 7 11 			14 24 22 			255 128 0 			105 51 0 			0.6		0.3		0.6			180 100 0			800.0		100.0		0.8			0 0 0			7 7 9			61 71 59 240			252 106 128 216			0 1 82 100			69	220	0	1.00		
// 3AM 
	3 20 20 			210 194 182 			255 255 255 			2 4 10 			16 29 27 			255 128 0 			155 76 0 			0.3		0.3		0.6			170 100 0			800.0		100.0		0.8			0 0 0			9 10 12			49 64 57 240			252 105 129 220			216 2 83 98			76	220	0	1.00		
// 4AM 
	4 20 20 			210 194 182 			255 255 255 			0 2 8 			17 34 32 			255 128 0 			205 102 0 			0.1		0.3		0.7			160 100 0			800.0		100.0		0.8			0 0 0			11 12 15			37 57 54 240			252 103 130 223			176 3 84 96			83	220	0	1.00		
// 5AM 
	6 20 20 			210 194 182 			255 255 255 			45 48 61 			19 39 37 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		100.0		0.8			0 0 0			14 15 18			25 51 52 240			252 102 132 227			136 4 85 95			90	220	0	1.00		
// 6AM 
	22 17 8 			210 194 182 			255 255 255 			89 122 255 			200 144 85 			255 128 0 			255 128 0 			1.1		0.5		0.1			140 93 0			800.0		100.0		0.8			100 34 25			120 92 88			90 170 170 240			252 86 86 86			252 149 94 0			177	220	0	1.00		
// 7AM 
	12 4 0 			210 194 182 			255 255 255 			122 144 247 			134 162 244 			255 128 0 			255 128 0 			2.0		0.8		-0.1			211 0 149			800.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			252 57 72 115			228 123 70 14			177	220	0	1.00		
// 8AM 
	12 5 0 			210 194 182 			255 255 255 			87 102 219 			145 171 246 			241 137 0 			237 122 2 			1.9		0.8		-0.1			216 0 157			800.0		100.0		0.3			104 38 36			153 139 109			134 170 170 240			244 60 112 116			232 130 73 15			159	220	0	1.00		
// 9AM 
	12 6 0 			210 194 182 			255 255 255 			55 97 237 			124 145 243 			228 146 0 			220 116 5 			1.9		0.8		-0.1			221 0 165			800.0		100.0		0.3			89 37 33			147 136 112			123 170 170 240			240 62 114 117			236 137 77 16			141	220	0	1.00		
// 10AM 
	12 7 0 			210 194 182 			255 255 255 			54 94 219 			119 146 214 			215 156 0 			202 110 8 			1.9		0.8		-0.1			226 0 173			800.0		100.0		0.1			74 36 29			141 133 116			112 170 170 240			232 65 116 118			240 145 80 18			123	220	0	1.00		
// 11AM 
	12 8 0 			210 194 182 			255 255 255 			57 94 220 			110 140 206 			202 165 0 			185 104 11 			1.8		0.8		-0.1			231 0 181			800.0		100.0		0.1			59 35 26			135 130 119			101 170 170 240			228 67 118 119			244 152 84 19			105	220	0	1.00		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	12 10 0 			210 194 182 			255 255 255 			43 81 212 			103 135 196 			189 175 0 			168 98 14 			1.6		0.8		-0.1			236 0 190			800.0		100.0		-0.1			44 34 23			129 128 123			90 170 170 240			224 70 121 120			252 160 88 21			88	220	0	1.00		
// 1PM 
	12 10 0 			210 194 182 			255 255 255 			43 81 212 			97 127 214 			190 168 0 			180 102 12 			2.5		0.8		-0.1			218 5 173			800.0		100.0		0.1			54 34 25			132 131 127			84 159 159 240			216 72 121 119			252 153 84 19			88	220	0	1.00		
// 2PM 
	13 10 0 			210 194 182 			255 255 255 			46 93 209 			107 135 207 			191 161 0 			192 106 10 			3.4		0.8		-0.1			200 11 157			800.0		100.0		0.1			65 35 27			136 135 132			78 149 149 240			208 75 121 118			252 146 80 17			88	220	0	1.00		
// 3PM 
	13 10 0 			210 194 182 			255 255 255 			46 93 209 			119 136 182 			192 154 0 			205 110 8 			4.2		0.8		-0.1			182 17 140			800.0		100.0		0.3			76 36 30			140 139 136			72 138 138 240			200 78 121 117			252 140 76 16			88	220	0	1.00		
// 4PM 
	14 10 0 			210 194 182 			255 255 255 			55 90 208 			109 123 171 			194 148 0 			217 115 6 			5.0		0.8		-0.1			164 22 124			800.0		100.0		0.5			87 37 32			143 143 141			67 128 128 240			192 81 122 116			252 133 72 14			88	220	0	1.00		
// 5PM 
	14 10 0 			210 194 182 			255 255 255 			59 98 208 			124 134 193 			195 141 0 			230 119 4 			5.8		0.8		-0.1			146 28 107			800.0		100.0		0.6			98 38 35			147 147 145			61 117 117 240			184 84 122 115			252 127 68 13			88	220	0	1.00		
// 6PM 
	15 10 0 			210 194 182 			255 255 255 			66 95 208 			127 139 186 			196 134 0 			242 123 2 			6.7		0.8		-0.1			128 34 91			800.0		100.0		0.7			109 39 37			151 151 150			55 107 107 240			176 87 122 114			252 120 64 11			88	220	0	1.00		
// 7PM 
	16 10 0 			210 194 182 			255 255 255 			74 112 208 			130 158 185 			198 128 0 			255 128 0 			7.5		0.8		-0.1			110 40 75			800.0		100.0		0.8			120 40 40			155 155 155			50 97 97 240			168 90 123 113			252 114 61 10			88	220	0	1.00		
// 8PM 
	12 10 4 			210 194 182 			255 255 255 			181 150 84 			167 118 65 			255 128 0 			255 128 0 			1.9		0.8		0.1			100 60 0			800.0		43.0		0.8			0 0 0			163 83 63			67 67 67 240			252 129 93 71			252 66 27 0			177	220	0	1.00		
// 9PM 
	17 15 7 			210 194 182 			255 255 255 			176 146 86 			167 118 65 			255 128 0 			130 68 0 			1.4		0.7		0.3			130 80 0			800.0		42.0		0.8			35 13 5			109 69 59			67 67 64 240			252 129 46 35			252 66 66 0			144	140	0	1.00		
// 10PM 
	22 20 10 			210 194 182 			255 255 255 			172 143 88 			167 118 65 			255 128 0 			5 8 0 			0.8		0.3		0.3			160 100 0			800.0		41.0		0.8			70 27 10			55 55 55			67 67 62 240			252 129 0 0			252 66 106 0			111	60	0	1.00		
// 11PM 
	11 20 15 			210 194 182 			255 255 255 			88 77 51 			89 66 39 			255 128 0 			5 4 0 			0.8		0.3		0.3			180 100 0			800.0		70.0		0.8			35 13 5			29 29 29			76 76 63 240			252 119 63 105			164 33 93 52			83	140	0	1.00		
//
///////////////////////////////////////////EXTRASUNNY_SMOG_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			249 244 235 			255 255 255 			19 14 19 			6 6 17 			255 128 0 			5 0 0 			0.8		0.3		0.8			200 102 0			800.0		100.0		0.8			30 20 0			3 3 3			85 85 65 240			252 50 61 114			252 14 46 55			25	80	0	1.00		
// 1AM 
	30 33 33 			241 234 224 			255 255 255 			18 14 19 			7 7 17 			255 128 0 			55 25 0 			0.8		0.3		0.8			190 101 0			800.0		90.0		0.8			31 17 2			7 8 9			78 88 72 240			252 58 66 114			252 18 44 50			25	80	0	1.00		
// 2AM 
	28 33 33 			233 224 213 			255 255 255 			17 14 20 			9 9 18 			255 128 0 			105 51 0 			0.6		0.3		0.8			180 101 0			800.0		80.0		0.8			32 15 4			12 13 16			72 92 80 240			252 67 72 114			252 22 43 45			25	80	0	1.00		
// 3AM 
	26 33 33 			225 214 203 			255 255 255 			17 15 20 			11 11 18 			255 128 0 			155 76 0 			0.3		0.3		0.8			170 100 0			800.0		70.0		0.8			33 13 6			17 19 22			65 96 88 240			252 75 78 114			252 26 42 40			25	80	0	1.00		
// 4AM 
	24 33 33 			217 204 192 			255 255 255 			16 15 21 			13 13 19 			255 128 0 			205 102 0 			0.1		0.3		0.8			160 100 0			800.0		60.0		0.8			34 11 8			22 24 29			59 100 96 240			252 84 84 114			252 30 41 35			25	80	0	1.00		
// 5AM 
	22 33 33 			210 194 182 			255 255 255 			16 16 22 			15 15 20 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		50.0		0.8			35 9 10			27 30 36			53 104 104 240			252 93 90 114			252 34 40 30			25	80	0	1.00		
// 6AM 
	20 16 16 			210 194 182 			255 255 255 			89 127 255 			200 144 85 			255 128 0 			255 128 0 			8.3		0.1		0.3			140 93 0			800.0		50.0		0.8			100 34 25			120 92 88			90 170 170 240			252 86 86 86			252 149 94 0			25	120	0	1.00		
// 7AM 
	11 7 1 			210 194 182 			255 255 255 			89 136 255 			114 142 166 			255 128 0 			255 128 0 			1.1		0.1		0.8			100 50 75			800.0		10.0		0.5			120 40 40			159 142 106			145 170 170 240			252 106 107 84			252 96 61 15			25	120	0	1.00		
// 8AM 
	11 7 1 			210 194 182 			255 255 255 			89 132 255 			117 148 169 			255 128 0 			255 128 0 			1.1		0.1		0.7			127 40 98			800.0		10.0		0.3			104 38 36			156 146 121			134 170 170 240			252 101 101 75			252 101 67 20			25	106	0	1.00		
// 9AM 
	12 7 1 			210 194 182 			255 255 255 			89 122 255 			120 148 172 			255 128 0 			255 128 0 			1.1		0.1		0.6			154 30 121			800.0		10.0		0.3			89 37 33			153 150 136			123 170 170 240			252 96 96 67			252 107 74 25			25	92	0	1.00		
// 10AM 
	12 7 1 			210 194 182 			255 255 255 			90 128 228 			123 140 175 			255 128 0 			255 128 0 			1.1		0.1		0.5			181 20 144			800.0		10.0		0.1			74 36 29			150 155 152			112 170 170 240			252 59 66 91			252 113 80 30			25	78	0	1.00		
// 11AM 
	13 7 1 			210 194 182 			255 255 255 			89 122 255 			124 141 178 			255 128 0 			255 128 0 			0.8		0.1		0.3			208 9 167			800.0		10.0		0.1			59 35 26			147 159 167			101 170 170 240			252 86 85 51			252 119 87 35			25	63	0	1.00		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	14 7 2 			210 194 182 			255 255 255 			89 122 255 			129 139 182 			255 128 0 			255 128 0 			0.8		0.1		0.3			236 0 190			800.0		10.0		-0.1			44 34 23			145 164 183			90 170 170 240			252 82 80 43			252 125 94 40			25	50	0	1.00		
// 1PM 
	13 7 2 			210 194 182 			255 255 255 			89 128 241 			123 138 182 			246 128 0 			255 128 0 			1.9		0.1		0.3			218 5 177			800.0		10.0		0.1			54 34 25			152 158 170			84 159 159 240			240 88 81 46			252 119 87 35			25	64	0	1.00		
// 2PM 
	12 7 2 			210 194 182 			255 255 255 			89 132 227 			117 146 182 			238 128 0 			255 128 0 			2.9		0.1		0.5			200 11 165			800.0		10.0		0.1			65 35 27			160 152 158			78 149 149 240			228 94 83 49			252 113 81 31			25	78	0	1.00		
// 3PM 
	12 8 3 			210 194 182 			255 255 255 			91 138 212 			112 146 182 			230 128 0 			254 128 0 			3.8		0.1		0.6			182 17 152			800.0		10.0		0.3			76 36 30			168 146 145			72 138 138 240			216 100 85 53			252 108 75 27			25	92	0	1.00		
// 4PM 
	11 8 3 			210 194 182 			255 255 255 			91 135 199 			106 145 182 			222 128 0 			255 128 0 			4.7		0.3		0.7			164 22 140			800.0		10.0		0.5			87 37 32			176 140 133			67 128 128 240			204 106 87 56			252 102 68 22			25	107	0	1.00		
// 5PM 
	11 9 4 			210 194 182 			255 255 255 			92 132 185 			101 145 182 			214 128 0 			255 128 0 			5.5		0.3		0.8			146 28 127			800.0		10.0		0.6			98 38 35			184 134 120			61 117 117 240			192 112 89 60			252 97 62 18			25	121	0	1.00		
// 6PM 
	10 9 4 			210 194 182 			255 255 255 			92 129 171 			95 144 182 			206 128 0 			255 128 0 			6.5		0.3		0.8			128 34 115			800.0		10.0		0.7			109 39 37			192 128 108			55 107 107 240			180 118 91 63			252 91 56 14			25	135	0	1.00		
// 7PM 
	10 10 5 			210 194 182 			255 255 255 			93 127 157 			90 144 182 			198 128 0 			255 128 0 			7.5		0.3		0.8			110 40 103			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			168 124 93 67			252 86 50 10			25	150	0	1.00		
// 8PM 
	10 5 5 			210 194 182 			255 255 255 			181 150 84 			167 118 65 			255 128 0 			255 128 0 			1.9		0.3		0.8			100 60 0			800.0		10.0		0.8			120 40 40			72 107 159			67 67 67 240			252 121 102 80			252 44 24 0			25	150	0	1.00		
// 9PM 
	16 8 10 			232 208 202 			255 255 255 			195 150 84 			167 118 65 			255 128 0 			130 68 0 			1.4		0.3		0.6			130 80 0			800.0		10.0		0.8			95 33 25			43 59 96			67 67 64 240			252 122 113 102			252 44 24 0			25	115	0	1.00		
// 10PM 
	22 12 15 			255 222 222 			255 255 255 			209 150 84 			167 118 65 			255 128 0 			5 8 0 			0.8		0.3		0.3			160 100 0			800.0		10.0		0.8			70 27 10			15 11 34			67 67 62 240			252 124 124 124			252 44 24 0			25	80	0	1.00		
// 11PM 
	27 22 24 			252 233 228 			255 255 255 			114 82 51 			86 62 41 			255 128 0 			5 4 0 			0.8		0.3		0.6			180 101 0			800.0		55.0		0.8			50 23 5			9 7 18			76 76 63 240			252 87 92 119			252 29 35 27			25	80	0	1.00		
//
///////////////////////////////////////////SUNNY_SMOG_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			210 188 166 			255 255 255 			22 5 12 			13 13 31 			255 128 0 			5 0 0 			0.8		0.3		0.6			200 100 0			800.0		155.0		0.8			30 20 0			3 3 3			85 85 65 240			252 57 87 87			252 21 27 88			122	90	0	1.00		
// 1AM 
	33 33 33 			210 189 169 			255 255 255 			20 7 12 			13 13 28 			255 128 0 			55 25 0 			0.8		0.3		0.7			190 100 0			800.0		155.0		0.8			31 17 2			7 8 9			78 88 72 240			252 55 85 92			252 23 29 76			122	90	0	1.00		
// 2AM 
	33 33 33 			210 190 172 			255 255 255 			19 9 13 			13 13 26 			255 128 0 			105 51 0 			0.6		0.3		0.8			180 100 0			800.0		155.0		0.8			32 15 4			12 13 16			72 92 80 240			252 54 83 97			252 26 32 64			122	90	0	1.00		
// 3AM 
	33 33 33 			210 191 175 			255 255 255 			17 11 14 			13 13 24 			255 128 0 			155 76 0 			0.3		0.3		0.8			170 100 0			800.0		155.0		0.8			33 13 6			17 19 22			65 96 88 240			252 52 81 103			252 28 34 53			122	90	0	1.00		
// 4AM 
	33 33 33 			210 192 178 			255 255 255 			16 13 15 			13 13 22 			255 128 0 			205 102 0 			0.1		0.3		0.8			160 100 0			800.0		155.0		0.8			34 11 8			22 24 29			59 100 96 240			252 51 79 108			252 31 37 41			122	90	0	1.00		
// 5AM 
	33 33 33 			210 194 182 			255 255 255 			15 15 16 			14 14 20 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		155.0		0.8			35 9 10			27 30 36			53 104 104 240			252 50 78 114			252 34 40 30			122	90	0	1.00		
// 6AM 
	33 33 33 			210 194 182 			255 255 255 			89 122 255 			200 144 85 			255 128 0 			255 128 0 			8.3		0.3		0.8			140 93 0			800.0		100.0		0.8			100 34 25			120 92 88			90 170 170 240			252 86 86 86			252 149 94 0			122	120	0	1.00		
// 7AM 
	20 11 5 			210 194 182 			255 255 255 			89 122 255 			160 144 138 			255 128 0 			255 128 0 			1.1		0.1		0.1			236 50 75			800.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			252 106 106 106			252 96 61 15			122	180	0	1.00		
// 8AM 
	19 10 4 			210 194 182 			255 255 255 			87 116 252 			170 160 154 			255 128 0 			255 128 0 			1.4		0.3		0.1			236 40 98			800.0		96.0		0.3			104 38 36			156 146 121			134 170 170 240			252 110 109 106			252 96 63 14			122	180	0	1.00		
// 9AM 
	18 9 3 			210 194 182 			255 255 255 			84 122 250 			155 155 138 			255 128 0 			255 128 0 			1.6		0.5		0.1			236 30 121			800.0		92.0		0.3			89 37 33			153 150 136			123 170 170 240			252 114 112 107			252 97 66 13			122	180	0	1.00		
// 10AM 
	17 8 2 			210 194 182 			255 255 255 			83 111 247 			149 152 164 			255 128 0 			255 128 0 			1.9		0.7		0.1			236 20 144			800.0		88.0		0.1			74 36 29			150 155 152			112 170 170 240			252 118 116 108			252 97 68 12			122	180	0	1.00		
// 11AM 
	16 7 0 			210 194 182 			255 255 255 			81 109 245 			158 164 180 			255 128 0 			255 128 0 			2.0		0.8		0.1			236 9 167			800.0		84.0		0.1			59 35 26			147 159 167			101 170 170 240			252 122 119 109			252 98 71 11			122	180	0	1.00		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 7 0 			210 194 182 			255 255 255 			79 107 243 			143 157 175 			255 128 0 			255 128 0 			2.5		0.8		0.1			236 0 190			800.0		80.0		-0.1			44 34 23			145 164 183			90 170 170 240			252 127 123 110			252 99 74 10			122	180	0	1.00		
// 1PM 
	15 7 0 			210 194 182 			255 255 255 			82 108 230 			135 149 176 			255 117 0 			255 146 36 			2.8		0.8		0.1			234 5 173			800.0		70.0		0.1			54 34 25			152 158 170			84 159 159 240			240 126 123 109			252 97 70 10			122	180	0	1.00		
// 2PM 
	15 8 0 			210 194 182 			255 255 255 			86 120 218 			127 146 177 			255 107 0 			255 164 72 			3.0		0.8		0.1			232 11 157			800.0		60.0		0.1			65 35 27			160 152 158			78 149 149 240			228 126 123 109			252 95 67 10			122	180	0	1.00		
// 3PM 
	15 8 0 			210 194 182 			255 255 255 			91 114 206 			113 138 178 			254 96 0 			254 182 109 			3.3		0.7		0.1			230 17 140			800.0		50.0		0.3			76 36 30			168 146 145			72 138 138 240			216 125 123 108			252 93 63 10			122	180	0	1.00		
// 4PM 
	15 9 0 			210 194 182 			255 255 255 			96 129 193 			108 137 169 			255 86 0 			255 200 145 			3.5		0.6		0.3			228 22 124			800.0		40.0		0.5			87 37 32			176 140 133			67 128 128 240			204 125 123 108			252 91 60 10			122	180	0	1.00		
// 5PM 
	15 9 0 			210 194 182 			255 255 255 			100 130 181 			105 141 180 			255 75 0 			255 218 182 			3.8		0.5		0.3			226 28 107			800.0		30.0		0.6			98 38 35			184 134 120			61 117 117 240			192 124 123 107			252 89 56 10			122	180	0	1.00		
// 6PM 
	15 10 0 			210 194 182 			255 255 255 			103 129 169 			96 134 181 			255 65 0 			255 236 218 			4.0		0.3		0.3			224 34 91			800.0		20.0		0.7			109 39 37			192 128 108			55 107 107 240			180 124 123 107			252 87 53 10			122	180	0	1.00		
// 7PM 
